"","serie","x","y","z","floor","wifiumts_rssi64ae0c562ff0","wifiumts_rssi64ae0c861fb0","wifiumts_rssi64ae0c867200","wifiumts_rssi64ae0c86a230","wifiumts_rssi64ae0c86a390","wifiumts_rssi64ae0c86a550","wifiumts_rssi64ae0c86d480","wifiumts_rssi64ae0c86d880","wifiumts_rssi64ae0c86db10","wifiumts_rssi64ae0c86dd50","wifiumts_rssi64ae0c86de30","wifiumts_rssi64ae0c86df40","wifiumts_rssi64ae0c86e090","wifiumts_rssi64ae0c86e110","wifiumts_rssi64ae0c86e4f0","wifiumts_rssi64ae0c86ef40","wifiumts_rssi64ae0c86fd30","wifiumts_rssi64ae0c8718b0","wifiumts_rssi64ae0c8739d0","wifiumts_rssi64ae0c875230","wifiumts_rssi64ae0c875ca0","wifiumts_rssi64ae0c876760","wifiumts_rssi64ae0c877300","wifiumts_rssi64ae0c87bea0","wifiumts_rssi64ae0c87cfb0","wifiumts_rssi64ae0c87d430","wifiumts_rssi64ae0c907830","wifiumts_rssi64ae0c907890","wifiumts_rssi64ae0c907ba0","wifiumts_rssi64ae0c907dc0","wifiumts_rssi64ae0c907f00","wifiumts_rssi64ae0c907f70","wifiumts_rssi64ae0c908140","wifiumts_rssi64ae0c915320","wifiumts_rssi64ae0c916890","wifiumts_rssi64ae0cbee920","wifiumts_rssi64d9896be440","wifiumts_rssi64d989c5a120","wifiumts_rssib8621f16db70","wifiumts_rssib8621f171a50","wifiumts_rssib8621f1735d0","wifiumts_rssib8621f1ceef0","wifiumts_rssib8621f1cef00","wifiumts_rssib8621f1cf220","wifiumts_rssib8621f1cff00","wifiumts_rssib8621f1d0160"
"1",3,0.75,66,13.99,4,NA,NA,-70,NA,NA,NA,NA,-92,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84,NA,NA,NA,NA,-89,NA,NA,-84,NA,-86,NA,NA,NA,-92,NA,NA,NA,NA,NA,NA,NA,-87,NA,NA,NA,NA,NA,NA
"2",3,0.75,66,13.99,4,NA,NA,-70,NA,NA,NA,NA,-92,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84,NA,NA,NA,NA,-89,NA,NA,-85,NA,-82,NA,NA,NA,-92,NA,NA,NA,NA,NA,NA,NA,-87,NA,NA,NA,NA,NA,NA
"3",3,0.75,66,13.99,4,NA,NA,-70,NA,NA,NA,NA,-92,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84,NA,NA,NA,NA,-89,NA,NA,-85,NA,-85,NA,NA,NA,-92,NA,NA,NA,NA,NA,NA,NA,-87,NA,NA,NA,NA,NA,NA
"4",3,0.75,66,13.99,4,NA,NA,-69,NA,NA,NA,NA,-92,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84,NA,NA,NA,NA,-89,NA,NA,-85,NA,-85,NA,NA,NA,-92,NA,NA,NA,NA,NA,NA,NA,-87,NA,NA,NA,NA,NA,NA
"5",3,0.75,66,13.99,4,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,-89,NA,NA,-85,NA,-85,NA,NA,NA,-92,NA,NA,NA,NA,NA,NA,NA,-87,NA,NA,NA,NA,NA,NA
"6",3,0.75,66,13.99,4,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,-88,NA,NA,-81,NA,-84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,NA,NA,NA,NA,NA,NA
"7",3,0.75,66,13.99,4,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,-88,NA,NA,-83,NA,-84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,NA,NA,NA,NA,NA,NA
"8",3,0.75,66,13.99,4,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,-88,NA,NA,-84,NA,-84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,NA,NA,NA,NA,NA,NA
"9",3,0.75,66,13.99,4,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,-88,NA,NA,-84,NA,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,NA,NA,NA,NA,NA,NA
"10",3,0.75,66,13.99,4,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,-88,NA,NA,-84,NA,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,NA,NA,NA,NA,NA,NA
"11",3,0.75,66,13.99,4,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84,NA,NA,NA,NA,-88,NA,NA,-84,NA,-85,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA,NA,-88,NA,NA,NA,NA,NA,NA
"12",3,0.75,66,13.99,4,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83,NA,NA,NA,NA,NA,NA,NA,-88,NA,-87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"13",3,0.75,66,13.99,4,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83,NA,NA,NA,NA,-89,NA,NA,-88,NA,-87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"14",3,0.75,66,13.99,4,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83,NA,NA,NA,NA,-92,NA,NA,-89,NA,-87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"15",3,0.75,66,13.99,4,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83,NA,NA,NA,NA,-92,NA,NA,-89,NA,-87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"16",3,0.75,66,13.99,4,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83,NA,NA,NA,NA,-88,NA,NA,-88,NA,-87,NA,NA,NA,-93,NA,NA,NA,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"17",3,0.75,66,13.99,4,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82,NA,NA,NA,NA,-88,NA,NA,-88,NA,-90,NA,NA,NA,-93,NA,NA,NA,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"18",3,0.75,66,13.99,4,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,-87,NA,NA,-88,NA,-86,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"19",3,0.75,66,13.99,4,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,-87,NA,NA,-88,NA,-86,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"20",3,0.75,66,13.99,4,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,-87,NA,NA,-88,NA,-86,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"21",3,0.75,66,13.99,4,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,-87,NA,NA,-88,NA,-86,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"22",3,0.75,66,13.99,4,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,NA,NA,NA,NA,-89,NA,NA,-90,NA,-89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA
"23",3,0.75,66,13.99,4,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,NA,NA,NA,NA,-89,NA,NA,-90,NA,-89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA
"24",3,0.75,66,13.99,4,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,NA,NA,NA,NA,-89,NA,NA,-90,NA,-89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA
"25",3,0.75,66,13.99,4,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,NA,NA,NA,NA,-89,NA,NA,-90,NA,-89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",3,0.75,66,13.99,4,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,NA,NA,NA,NA,NA,NA,NA,-90,NA,-89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",3,0.75,66,13.99,4,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,NA,NA,NA,NA,NA,NA,NA,-85,NA,-89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",3,0.75,66,13.99,4,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,NA,NA,NA,NA,NA,NA,NA,-85,NA,-89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",3,0.75,66,13.99,4,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,NA,NA,NA,NA,NA,NA,NA,-85,NA,-89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",3,0.75,66,13.99,4,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",3,0.75,66,13.99,4,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86,NA,-91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",3,0.75,66,13.99,4,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84,NA,NA,NA,NA,NA,NA,NA,-80,NA,-90,NA,NA,NA,-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",3,0.75,66,13.99,4,NA,NA,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87,NA,NA,NA,NA,NA,NA,NA,-80,NA,-90,NA,NA,NA,-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",3,0.75,66,13.99,4,NA,NA,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87,NA,NA,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",3,0.75,66,13.99,4,NA,NA,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85,NA,NA,NA,NA,NA,NA,NA,-80,NA,-87,NA,NA,NA,-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",3,0.75,66,13.99,4,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85,NA,NA,NA,NA,NA,NA,NA,-80,NA,-87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",3,0.75,66,13.99,4,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85,NA,NA,NA,NA,NA,NA,NA,-80,NA,-87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",3,0.75,66,13.99,4,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85,NA,NA,NA,NA,NA,NA,NA,-80,NA,-87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",3,0.75,66,13.99,4,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85,NA,NA,NA,NA,NA,NA,NA,-80,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",3,0.75,66,13.99,4,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85,NA,NA,NA,NA,NA,NA,NA,-80,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",3,0.75,64.5,13.99,4,NA,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA,-80,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",3,0.75,64.5,13.99,4,NA,NA,-64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,-82,NA,NA,-80,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",3,0.75,64.5,13.99,4,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,-82,NA,NA,-84,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",3,0.75,64.5,13.99,4,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,-82,NA,NA,-84,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",3,0.75,64.5,13.99,4,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,-85,NA,NA,-86,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",3,0.75,64.5,13.99,4,NA,NA,-64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,-85,NA,NA,-86,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",3,0.75,64.5,13.99,4,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,-87,NA,NA,-87,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",3,0.75,64.5,13.99,4,NA,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,-87,NA,NA,-87,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",3,0.75,64.5,13.99,4,NA,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,-87,NA,NA,-84,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",3,0.75,64.5,13.99,4,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,-87,NA,NA,-84,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",3,0.75,64.5,13.99,4,NA,NA,-64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,-87,NA,NA,-84,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",3,0.75,64.5,13.99,4,NA,NA,-63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,-82,NA,NA,-77,NA,-82,NA,NA,NA,-90,NA,NA,-87,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"53",3,0.75,64.5,13.99,4,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,-82,NA,NA,-78,NA,-80,NA,NA,NA,-90,NA,NA,-87,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"54",3,0.75,64.5,13.99,4,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,-82,NA,NA,-78,NA,-80,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"55",3,0.75,64.5,13.99,4,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83,NA,NA,NA,NA,-82,NA,NA,-78,NA,-80,NA,NA,NA,-90,NA,NA,-89,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"56",3,0.75,64.5,13.99,4,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83,NA,NA,NA,NA,-82,NA,NA,-78,NA,-80,NA,NA,NA,NA,NA,NA,-89,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"57",3,0.75,64.5,13.99,4,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83,NA,NA,NA,NA,-82,NA,NA,-78,NA,-80,NA,NA,NA,NA,NA,NA,-89,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"58",3,0.75,64.5,13.99,4,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83,NA,NA,NA,NA,-86,NA,NA,-78,NA,-78,NA,NA,NA,NA,NA,NA,-89,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"59",3,0.75,64.5,13.99,4,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83,NA,NA,NA,NA,-86,NA,NA,-78,NA,-78,NA,NA,NA,NA,NA,NA,-89,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"60",3,0.75,64.5,13.99,4,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85,NA,NA,NA,NA,-86,NA,NA,-82,NA,-78,NA,NA,NA,NA,NA,NA,-89,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"61",3,0.75,64.5,13.99,4,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85,NA,NA,NA,NA,-86,NA,NA,-78,NA,-78,NA,NA,NA,NA,NA,NA,-89,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"62",3,0.75,64.5,13.99,4,NA,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86,NA,NA,NA,NA,-86,NA,NA,-86,NA,-84,NA,NA,NA,-87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",3,0.75,64.5,13.99,4,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84,NA,NA,NA,NA,-86,NA,NA,-86,NA,-82,NA,NA,NA,-87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",3,0.75,64.5,13.99,4,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84,NA,NA,NA,NA,-86,NA,NA,-83,NA,-82,NA,NA,NA,-87,NA,NA,-92,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"65",3,0.75,64.5,13.99,4,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,-90,NA,NA,-84,NA,-83,NA,NA,NA,-87,NA,NA,-92,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"66",3,0.75,64.5,13.99,4,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,-93,NA,NA,-87,NA,-84,NA,NA,NA,-87,NA,NA,-92,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"67",3,0.75,64.5,13.99,4,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,-93,NA,NA,-87,NA,-84,NA,NA,NA,NA,NA,NA,-92,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"68",3,0.75,64.5,13.99,4,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,-91,NA,NA,-87,NA,-84,NA,NA,NA,NA,NA,NA,-92,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"69",3,0.75,64.5,13.99,4,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,-91,NA,NA,-88,NA,-84,NA,NA,NA,NA,NA,NA,-92,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA
"70",3,0.75,64.5,13.99,4,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,-88,NA,NA,-89,NA,-84,NA,NA,NA,NA,NA,NA,-92,NA,NA,NA,NA,-92,NA,NA,NA,NA,NA,NA
"71",3,0.75,64.5,13.99,4,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,-88,NA,NA,-89,NA,-84,NA,NA,NA,NA,NA,NA,-92,NA,NA,NA,NA,-92,NA,NA,NA,NA,NA,NA
"72",3,0.75,64.5,13.99,4,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,-84,NA,NA,-82,NA,-79,NA,NA,NA,NA,NA,NA,-91,NA,NA,NA,NA,-92,NA,NA,NA,NA,NA,NA
"73",3,0.75,64.5,13.99,4,NA,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,-88,NA,NA,-82,NA,-79,NA,NA,NA,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",3,0.75,64.5,13.99,4,NA,NA,-62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83,NA,NA,NA,NA,-89,NA,NA,-79,NA,-79,NA,NA,NA,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",3,0.75,64.5,13.99,4,NA,NA,-61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,-86,NA,NA,-82,NA,-79,NA,NA,NA,-95,NA,NA,-90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",3,0.75,64.5,13.99,4,NA,NA,-61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82,NA,NA,NA,NA,-88,NA,NA,-80,NA,-79,NA,NA,NA,-95,NA,NA,-90,NA,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA
"77",3,0.75,64.5,13.99,4,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82,NA,NA,NA,NA,-88,NA,NA,-81,NA,-79,NA,NA,NA,-95,NA,NA,-90,NA,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA
"78",3,0.75,64.5,13.99,4,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,-88,NA,NA,-81,NA,-76,NA,NA,NA,-95,NA,NA,-90,NA,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA
"79",3,0.75,64.5,13.99,4,NA,NA,-68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,-88,NA,NA,-78,NA,-76,NA,NA,NA,-95,NA,NA,-90,NA,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA
"80",3,0.75,64.5,13.99,4,NA,NA,-68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,-88,NA,NA,-78,NA,-77,NA,NA,NA,-95,NA,NA,-90,NA,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA
"81",3,2.25,66,13.83,4,NA,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,-86,NA,NA,-79,NA,-76,NA,NA,NA,-84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",3,2.25,66,13.83,4,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,-86,NA,NA,-84,NA,-76,NA,NA,NA,-84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",3,2.25,66,13.83,4,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,-86,NA,NA,-85,NA,-80,NA,NA,NA,-84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",3,2.25,66,13.83,4,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,-84,NA,NA,-85,NA,-84,NA,NA,NA,-84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
